# step,acceptance,delta_H
2845, 0.688686, 2.47806
2846, 0.688795, 0.698915
2847, 0.688553, 1.26139
2848, 0.688663, -0.679945
2849, 0.688772, -0.665531
2850, 0.68853, 0.609135
2851, 0.68864, 0.585177
2852, 0.688749, -1.05429
2853, 0.688858, -1.43419
2854, 0.688616, 0.977093
2855, 0.688375, 1.18961
2856, 0.688484, -0.299437
2857, 0.688593, -0.458155
2858, 0.688702, -0.103328
2859, 0.688811, 0.337287
2860, 0.68857, 1.02848
2861, 0.688679, 0.151056
2862, 0.688439, 0.54672
2863, 0.688547, 0.889446
2864, 0.688307, 0.574258
2865, 0.688416, -1.63079
2866, 0.688525, 0.515659
2867, 0.688633, -0.893785
2868, 0.688742, -0.197382
2869, 0.68885, -1.16661
2870, 0.68861, 1.57989
2871, 0.68837, 1.30016
2872, 0.688479, -0.37367
2873, 0.688587, -0.0501271
2874, 0.688696, 1.07724
2875, 0.688804, -0.785753
2876, 0.688564, 1.46813
2877, 0.688325, 0.609518
2878, 0.688433, 0.684581
2879, 0.688194, 0.697928
2880, 0.688303, 0.325279
2881, 0.688064, 1.60121
2882, 0.688172, 0.510678
2883, 0.687933, 0.166978
2884, 0.687695, 1.04761
2885, 0.687803, 0.116256
2886, 0.687565, 1.62013
2887, 0.687327, 1.17701
2888, 0.687089, 0.706054
2889, 0.686851, 1.04935
2890, 0.68696, 0.384862
2891, 0.686722, 1.00701
2892, 0.686485, 0.830768
2893, 0.686247, 1.40049
2894, 0.686356, -0.50739
2895, 0.686119, 0.989026
2896, 0.685882, 1.33536
2897, 0.68599, -1.24672
2898, 0.686099, 0.66984
2899, 0.686207, -0.0996505
2900, 0.686315, 0.078492
2901, 0.686423, -0.292812
2902, 0.686187, 1.97992
2903, 0.68595, 0.823147
2904, 0.685714, 0.455936
2905, 0.685822, -0.0656958
2906, 0.685931, -0.360704
2907, 0.686039, -0.843841
2908, 0.685803, 1.15377
2909, 0.685911, -0.148035
2910, 0.686019, 1.61355
2911, 0.686126, -1.03852
2912, 0.685891, 0.539984
2913, 0.685999, -1.29945
2914, 0.685763, 0.581734
2915, 0.685528, 0.480918
2916, 0.685636, 0.046226
2917, 0.685401, 0.629514
2918, 0.685509, -0.843866
2919, 0.685274, 0.680284
2920, 0.685382, 0.13715
2921, 0.685489, 0.102504
2922, 0.685597, 0.420695
2923, 0.685705, 0.656625
2924, 0.685812, -0.427157
2925, 0.685919, 0.815107
2926, 0.685685, 1.85823
2927, 0.685451, 0.310797
2928, 0.685217, 0.597565
2929, 0.684983, 1.18382
2930, 0.684749, 0.833026
2931, 0.684857, 0.170955
2932, 0.684964, -0.235298
2933, 0.684731, 0.0332854
2934, 0.684497, 0.855576
2935, 0.684605, -0.303834
2936, 0.684712, 0.537267
2937, 0.68482, 0.2722
2938, 0.684927, 0.383244
2939, 0.684694, 0.778119
2940, 0.684801, 0.917462
2941, 0.684908, 0.143907
2942, 0.684676, 1.6559
2943, 0.684783, 1.20999
2944, 0.68455, 0.782446
2945, 0.684657, -0.271595
2946, 0.684764, 0.192268
2947, 0.684871, 0.172723
2948, 0.684639, 1.69827
2949, 0.684746, -0.0967881
2950, 0.684853, 1.27542
2951, 0.684621, 1.50185
2952, 0.684727, 0.0303381
2953, 0.684496, 2.37297
2954, 0.684602, 0.0800445
2955, 0.684371, 0.818768
2956, 0.684478, 0.212605
2957, 0.684584, 0.904799
2958, 0.684353, 1.38685
2959, 0.684122, 2.93181
2960, 0.683891, 1.57005
2961, 0.683997, 0.228332
2962, 0.684104, -0.183543
2963, 0.684211, 1.85237
2964, 0.684317, -0.00288429
2965, 0.684423, -1.65824
2966, 0.68453, -0.709199
2967, 0.684636, 2.30263
2968, 0.684742, 0.913016
2969, 0.684512, 2.16169
2970, 0.684618, 2.04339
2971, 0.684724, 0.427614
2972, 0.684494, 2.29944
2973, 0.684264, 0.818135
2974, 0.68437, 0.328798
2975, 0.68414, 0.521283
2976, 0.684246, -0.623544
2977, 0.684352, -0.177887
2978, 0.684122, 1.01532
2979, 0.684228, 0.3665
2980, 0.684334, 0.724344
2981, 0.684105, 0.850713
2982, 0.684211, -0.914344
2983, 0.683981, 1.13474
2984, 0.683752, 1.48297
2985, 0.683523, 0.994247
2986, 0.683629, 0.504103
2987, 0.683735, -0.706228
2988, 0.683841, 1.10921
2989, 0.683612, 0.536574
2990, 0.683383, 1.03308
2991, 0.683489, -0.376735
2992, 0.683261, 0.63237
2993, 0.683367, 1.20651
2994, 0.683472, 0.537658
2995, 0.683244, 0.726063
2996, 0.68335, -1.57888
2997, 0.683122, 0.653796
2998, 0.683228, -1.27724
2999, 0.683333, -0.287708
